customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
2581-VKIRT,0,0,1,1,59,1,2,0,2,2,0,2,0,0,1,0,3,0.02453834508352634,0.6712887948167321
8943-URTMR,0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,3,0.4948268961305394,-0.9384112020384897
5940-AHUHD,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,0.19404163910047073,-0.9746323196567032
6103-QCKFX,0,0,1,1,44,1,0,0,2,0,0,2,0,0,0,0,0,-0.28289409994720643,0.06168429702176893
1568-BEKZM,1,1,1,0,70,1,2,0,2,2,2,2,2,2,2,0,1,0.8404806721650927,1.788408063039367
0137-UDEUO,0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,3,-1.4926823160681442,-0.9776544226492093
7929-DMBCV,0,0,1,0,20,1,0,1,0,0,2,2,0,0,0,1,3,0.5396954151350245,-0.26296015364037956
5756-JYOJT,0,0,0,0,11,1,0,0,0,0,2,2,0,2,1,0,1,0.004596781081533054,-0.6981650437072089
4123-FCVCB,0,0,0,0,12,1,2,0,0,0,0,2,2,2,1,1,3,0.36853032411791364,-0.6288110889010803
3071-VBYPO,1,0,1,1,3,1,0,1,2,2,0,0,2,0,0,0,2,0.8338334841644282,-0.8961899967271251
9415-TPKRV,0,0,1,1,8,1,2,0,0,2,0,0,0,0,0,0,2,-0.2995120699488677,-0.8086593056740976
1498-DQNRX,0,0,1,0,29,1,0,2,1,1,1,1,1,1,0,0,3,-1.4926823160681442,-0.7529599621990739
3227-WLKLI,0,0,1,1,65,1,2,0,2,2,2,2,2,2,2,0,0,0.8903345821700764,1.6254130337574064
2972-YDYUW,0,0,0,0,57,1,2,1,0,2,0,2,0,2,1,0,2,0.9950277931805424,1.4070274890434518
8150-QUDFX,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,-1.4926823160681442,-0.9830147951103702
0988-AADSA,0,0,1,1,72,1,2,0,2,2,2,2,0,2,2,0,0,0.534710024134526,1.5640003714863309
8092-NLTGF,1,0,0,0,72,1,2,2,1,1,1,1,1,1,2,0,0,-1.329826210051864,-0.22153307758252036
0440-MOGPM,0,0,0,0,41,1,2,0,0,2,2,0,2,2,1,1,2,0.5247392421335293,0.4341970943535417
2429-AYKKO,1,0,0,0,72,1,0,2,1,1,1,1,1,1,2,0,0,-1.4926823160681442,-0.3730794101264464
3530-VWVGU,0,0,1,1,22,1,0,2,1,1,1,1,1,1,0,0,3,-1.491020519067978,-0.8291743113896509
5542-DHSXL,0,0,1,0,4,1,0,0,2,2,0,0,0,0,0,0,3,-0.33440980695235617,-0.9020797886906227
2181-UAESM,1,0,0,0,2,1,0,0,2,0,2,0,0,0,0,0,2,-0.37595473195650925,-0.9530584749364761
3235-ETOOB,1,0,1,0,8,1,0,1,2,0,0,0,0,0,0,1,2,0.3236618051134285,-0.7367023716481461
9824-QCJPK,1,0,1,0,36,1,0,2,1,1,1,1,1,1,1,0,3,-1.4876969250676457,-0.7116211227249374
7872-BAAZR,0,0,1,1,53,1,0,2,1,1,1,1,1,1,1,0,0,-1.502653098069141,-0.5611115700397543
3214-IYUUQ,0,0,1,0,61,1,0,1,2,2,0,2,0,2,1,0,0,0.9617918531772199,1.5798608974105057
4488-KQFDT,0,0,0,0,61,1,2,1,0,2,2,0,2,2,1,1,2,1.302460238211275,1.827938052547186
9070-BCKQP,0,0,1,0,72,1,2,1,2,0,2,2,2,2,2,1,1,1.5085230662318745,2.471270984470193
9831-BPFRI,0,0,1,1,39,1,2,1,0,2,2,2,0,0,1,1,2,0.8238627021634315,0.5270881578677298
1257-SXUXQ,1,0,1,1,5,1,0,2,1,1,1,1,1,1,0,0,3,-1.505976692069473,-0.967816043564116
6963-KQYQB,0,0,1,1,70,1,2,2,1,1,1,1,1,1,2,0,3,-1.3530913680541898,-0.22720227808671087
9938-TKDGL,1,0,1,1,68,1,0,1,2,0,0,2,2,2,2,1,2,1.156222102196656,1.9360278676076281
1092-WPIVQ,0,0,1,1,18,1,2,2,1,1,1,1,1,1,2,0,3,-1.3181936310507012,-0.8167550122306654
4686-UXDML,0,0,0,0,21,1,2,1,0,2,0,0,2,2,0,1,1,1.1661928841976528,-0.12670080922643037
9754-CLVZW,0,0,1,1,26,0,1,0,2,2,0,2,0,0,0,0,1,-0.8611994560050172,-0.553501164693662
3115-CZMZD,1,0,0,1,0,1,0,2,1,1,1,1,1,1,2,0,3,-1.479387940066815,-1.005779833710855
9019-QVLZD,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,2,0.4915033021302069,-0.9706837325351073
1579-KLYDT,1,0,0,0,7,1,2,1,0,0,2,0,2,0,0,1,2,0.8537750481664219,-0.7439598306593472
8486-AYEQH,0,0,0,0,31,1,2,1,0,0,0,0,0,0,0,1,2,0.37517751211857825,-0.022912527622475094
3352-ALMCK,1,0,0,0,40,1,2,1,0,2,2,0,2,2,0,1,3,1.259253516206956,0.8066657733934529
6416-TVAIH,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,2,0.12424616509349373,-0.9755588037857926
7820-ZYGNY,1,0,0,0,63,1,2,1,0,2,0,0,0,2,1,0,1,0.8537750481664219,1.5643312586752913
2869-ADAWR,0,0,0,0,45,1,2,1,0,2,0,0,2,0,0,1,1,0.8155537171626008,0.7663857729239903
6265-FRMTQ,1,0,0,0,31,1,0,2,1,1,1,1,1,1,2,0,0,-1.4744025490663168,-0.7370553179830374
9938-ZREHM,0,0,1,0,37,1,2,0,0,2,0,2,0,2,1,0,3,0.2438955491054544,0.16706083713273465
8580-QVLOC,0,1,1,1,72,1,2,0,2,2,2,2,2,2,2,0,1,0.9202469281730669,1.8355484578932784
0089-IIQKO,0,0,1,1,39,1,2,1,0,0,0,2,2,2,0,1,1,1.1695164781979852,0.6563326938757157
4994-OBRSZ,1,0,0,1,14,1,0,0,2,2,2,2,0,2,2,0,0,0.37683930911874425,-0.5404200911567555
1215-VFYVK,0,0,0,0,4,0,1,0,2,0,2,2,0,2,0,0,3,-0.5487816199737862,-0.9165505884211634
9365-CSLBQ,1,0,0,1,71,1,2,2,1,1,1,1,1,1,2,0,3,-1.343120586053193,-0.2757985765720485
7721-DVEKZ,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,-1.4993295040688086,-0.9971105893600889
1641-RQDAY,0,1,1,1,32,1,2,1,0,2,0,0,2,2,0,1,2,1.1844726511994805,0.41379238436764193
6176-YJWAS,1,0,1,0,72,1,2,1,2,2,2,0,2,0,2,1,1,1.1030445981913404,2.1329057450391478
7123-WQUHX,1,0,0,0,38,1,2,1,0,0,2,2,2,0,1,0,0,1.0049985751815391,0.5849492976439624
2039-JONDJ,1,0,0,0,27,1,0,0,2,2,0,0,0,0,1,0,0,-0.3094828519498643,-0.3538658940208045
2451-YMUXS,1,1,0,0,67,1,2,0,2,2,0,2,0,0,2,1,0,-0.007035797919630092,0.8692916886907176
1265-BCFEO,0,0,1,0,71,1,2,0,0,0,2,2,2,2,2,1,0,0.5214156481331973,1.4923081472115478
9891-NQDBD,0,0,1,0,28,1,2,2,1,1,1,1,1,1,1,0,3,-1.303237458049206,-0.7092166758184908
3086-RUCRN,0,0,0,0,66,1,2,1,2,2,2,2,0,2,0,1,0,1.2742096892084507,1.9038215145488024
0637-YLETY,0,0,0,0,16,1,2,1,0,2,2,0,0,2,0,1,1,1.0249401391835322,-0.3194536263689086
8760-ZRHKE,0,1,1,1,71,1,2,0,2,2,0,0,2,0,1,0,2,0.14751132309581955,1.1924140582836475
0541-FITGH,0,0,1,0,2,1,0,0,2,0,0,0,0,2,0,1,3,-0.08680205392760396,-0.9558820456156061
6092-QZVPP,1,0,0,0,36,1,0,0,2,0,2,2,2,2,0,1,1,0.47987072312904416,0.253775339786326
2293-IJWPS,0,0,1,0,57,1,2,1,0,0,2,0,2,2,1,1,1,1.1961052302006432,1.6346999341942323
8984-EYLLL,1,0,1,0,64,1,2,1,0,2,0,2,2,2,2,1,2,1.3456669602155942,2.0045876931602513
3148-BLQJT,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,-1.4843733310673135,-0.9969120570467127
8008-HAWED,1,0,0,0,14,0,1,0,0,0,2,0,2,2,0,1,2,-0.46569176996548,-0.6913267084686912
1640-PLFMP,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,0.18240906009930805,-0.974786733678218
7838-LAZFO,1,0,1,0,45,1,0,0,2,2,2,0,2,2,1,0,0,0.466576347127715,0.5813757160031886
9661-ACXBS,0,0,0,0,42,1,2,1,2,0,2,0,2,2,0,1,2,1.3440051632154282,0.9357558953799241
3640-JQGJG,1,0,1,1,13,1,0,0,0,0,0,0,0,0,0,0,0,-0.6634456129852487,-0.7590703456218785
6892-EZDTG,0,0,1,0,4,1,2,1,0,2,0,0,2,0,0,1,2,0.893658176170409,-0.8445715952492813
1660-HSOOQ,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,3,-0.5022513039691348,-0.9838751018016674
5322-ZSMZY,1,0,1,1,31,1,2,2,1,1,1,1,1,1,2,0,3,-1.2965902700485417,-0.6724220204060791
7774-OJSXI,1,0,0,0,31,1,2,1,0,2,2,0,2,2,1,1,2,1.285842268209614,0.3470855270731975
7594-RQHXR,0,0,0,1,1,1,0,1,0,0,0,0,0,2,0,1,2,0.4931650991303729,-0.9706616733891767
7608-RGIRO,1,0,0,1,62,1,2,2,1,1,1,1,1,1,2,1,3,-1.341458789053027,-0.38238836970920287
5018-GWURO,0,0,1,0,56,1,2,1,0,0,0,0,2,0,0,1,0,0.6925807391503077,1.1572517796701078
2867-UIMSS,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,2,0.5230774451333633,-0.970264608762424
4608-LCIMN,1,0,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,-0.6684310039857471,-0.8429171593044785
